name,photo_url
Jo-Wilfried Tsonga,http://commons.wikimedia.org/wiki/Special:FilePath/Tsonga%20QC13-007%20%289429605777%29.jpg
Jo-Wilfried Tsonga,http://commons.wikimedia.org/wiki/Special:FilePath/Tsonga%20RG21%20%2846%29%20%2851376816939%29.jpg
Kalidou Koulibaly,http://commons.wikimedia.org/wiki/Special:FilePath/Joueur%20de%20foot.jpg
Nabil Fekir,http://commons.wikimedia.org/wiki/Special:FilePath/Fekir%202018%20%28cropped%292.jpg
Corentin Tolisso,http://commons.wikimedia.org/wiki/Special:FilePath/Corentin%20Tolisso%20in%20May%202019.jpg
Esteban Ocon,http://commons.wikimedia.org/wiki/Special:FilePath/Esteban%20Ocon%202017%20Malaysia%201.jpg
Andy Carroll,http://commons.wikimedia.org/wiki/Special:FilePath/AndyCarrollSeptember2015.JPG
Alexander Albon,http://commons.wikimedia.org/wiki/Special:FilePath/Alex%20albon%20%2851383514844%29%20%28cropped%29.jpg
George Russell,http://commons.wikimedia.org/wiki/Special:FilePath/George%20Russell%2C%20Silverstone%202021%20%2851349521638%29%20%28cropped%29.jpg
Juan Francisco Torres Belén,http://commons.wikimedia.org/wiki/Special:FilePath/Juanfran%202012.jpg
Juan Francisco Torres Belén,http://commons.wikimedia.org/wiki/Special:FilePath/Juanfran%20Torres%20-%2003.jpg
Paco Alcácer,http://commons.wikimedia.org/wiki/Special:FilePath/Ukr-Spain2015%20%2812%29%20-%20%D0%BA%D0%BE%D0%BF%D0%B8%D1%8F.jpg
Marcos Alonso Mendoza,http://commons.wikimedia.org/wiki/Special:FilePath/Marcos%20Alonso.jpg
Saúl Ñíguez,http://commons.wikimedia.org/wiki/Special:FilePath/Sa%C3%BAl%20%C3%91%C3%ADguez%202021.jpg
Denis Suárez,http://commons.wikimedia.org/wiki/Special:FilePath/Denis%20Su%C3%A1rez.jpg
Dani Ceballos,http://commons.wikimedia.org/wiki/Special:FilePath/CSKA-RM18%20%2810%29.jpg
Mikel Oyarzabal,http://commons.wikimedia.org/wiki/Special:FilePath/UEFA%20EURO%20qualifiers%20Sweden%20vs%20Spain%2020191015%20108%20%28cropped%29.jpg
Davide Astori,http://commons.wikimedia.org/wiki/Special:FilePath/20150616%20-%20Portugal%20-%20Italie%20-%20Gen%C3%A8ve%20-%20Davide%20Astori%20%28cropped%29.jpg
Andrea Belotti,http://commons.wikimedia.org/wiki/Special:FilePath/Andrea%20Belotti%202021.jpg
Leonardo Spinazzola,http://commons.wikimedia.org/wiki/Special:FilePath/Leonardo%20Spinazzola%2003.jpg
Abou Diaby,http://commons.wikimedia.org/wiki/Special:FilePath/Abou%20Diaby%20Arsenal%20vs%20Birmingham%202010-11.jpg
Kurt Zouma,http://commons.wikimedia.org/wiki/Special:FilePath/Kurt%20Zouma%20West%20Ham%20%28cropped%29.jpg
Yoann Gourcuff,http://commons.wikimedia.org/wiki/Special:FilePath/Stade%20rennais%20vs%20USM%20Alger%2C%20July%2016th%202016%20-%20Yoann%20Gourcuff%201.jpg
Lassana Diarra,http://commons.wikimedia.org/wiki/Special:FilePath/Lassana%20Diarra%202014.jpg
Théo Hernandez,http://commons.wikimedia.org/wiki/Special:FilePath/FC%20Salzburg%20vs.%20AC%20Mailand%20%28UEFA%20Championsleague%202022-09-06%29%20Th%C3%A9o%20Hernandez.jpg
Ferland Mendy,http://commons.wikimedia.org/wiki/Special:FilePath/Ferland%20Mendy%2C%20June%202019.jpg
Ibrahima Konaté,http://commons.wikimedia.org/wiki/Special:FilePath/Liverpool%20FC%20gegen%201.%20FSV%20Mainz%2005%20%28Testspiel%2023.%20Juli%202021%29%2015%20%28cropped%29.jpg
Tom Cleverley,http://commons.wikimedia.org/wiki/Special:FilePath/Tom%20Cleverley%202015.jpg
Ben Chilwell,http://commons.wikimedia.org/wiki/Special:FilePath/Ben%20Chilwell%202020.jpg
Esteban Granero,http://commons.wikimedia.org/wiki/Special:FilePath/EstebanGranero.JPG
Esteban Granero,http://commons.wikimedia.org/wiki/Special:FilePath/Krasnodar-Real%20Sosiedad%20%289%29.jpg
Roberto Soldado,http://commons.wikimedia.org/wiki/Special:FilePath/Soldado%20Spain.png
Aleix Vidal,http://commons.wikimedia.org/wiki/Special:FilePath/2015%20UEFA%20Super%20Cup%2040.jpg
Mikel Merino,http://commons.wikimedia.org/wiki/Special:FilePath/1%20mikel%20merino%20arsenal%202025%20%28cropped%29.jpg
Fabián Ruiz,http://commons.wikimedia.org/wiki/Special:FilePath/UEFA%20EURO%20qualifiers%20Sweden%20vs%20Spain%2020191015%20Fabian%20Ruiz%206%20%28cropped%29.jpg
Aitana Bonmatí,http://commons.wikimedia.org/wiki/Special:FilePath/25th%20Laureus%20World%20Sports%20Awards%20-%20Red%20Carpet%20-%20Aitana%20Bonmat%C3%AD%20-%20240422%20193345-2%20%28cropped%29.jpg
Antonio Candreva,http://commons.wikimedia.org/wiki/Special:FilePath/20150616%20-%20Portugal%20-%20Italie%20-%20Gen%C3%A8ve%20-%20Antonio%20Candreva.jpg
Rodrigo de Paul,http://commons.wikimedia.org/wiki/Special:FilePath/25th%20Laureus%20World%20Sports%20Awards%20-%20Red%20Carpet%20-%20Rodrigo%20de%20Paul%20-%20240422%20192702%20%28cropped%29.jpg
Wissam Ben Yedder,http://commons.wikimedia.org/wiki/Special:FilePath/Wissam%20Ben%20Yedder%20Monaco%202019%20%28cropped%29.jpg
Alphonse Areola,http://commons.wikimedia.org/wiki/Special:FilePath/2019-07-17%20SG%20Dynamo%20Dresden%20vs.%20Paris%20Saint-Germain%20by%20Sandro%20Halank%E2%80%93011%20%28cropped%29.jpg
Thomas Lemar,http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Lemar.jpg
Joe Gomez,http://commons.wikimedia.org/wiki/Special:FilePath/LFC%20Parade%202019%2001%20Joe%20Gomez.jpg
Scott McTominay,http://commons.wikimedia.org/wiki/Special:FilePath/Scott%20McTominay%202021.jpg
Rafael Alcántara,http://commons.wikimedia.org/wiki/Special:FilePath/Brasil%20conquista%20primeiro%20ouro%20ol%C3%ADmpico%20nos%20penaltis%201039259-20082016-%20mg%204209%20%28cropped%29.jpg
Marcos Llorente,http://commons.wikimedia.org/wiki/Special:FilePath/Marcos%20Llorente%202019.jpg
Lucas Pezzini Leiva,http://commons.wikimedia.org/wiki/Special:FilePath/Lazio%20team%20line-up%20before%20the%20Europa%20League%20match%20v%20Dynamo%20Kyiv%20%28cropped%29.jpg
Giovanni Di Lorenzo,http://commons.wikimedia.org/wiki/Special:FilePath/Norway%20Italy%20-%20June%202025%20A%2020%20%28cropped%29.jpg
Florian Thauvin,http://commons.wikimedia.org/wiki/Special:FilePath/FRA-ARG%20%286%29.jpg
Richard Gasquet,http://commons.wikimedia.org/wiki/Special:FilePath/Gasquet%20WM18%20%2843%29%20%2842123373130%29.jpg
Jordan Ayew,http://commons.wikimedia.org/wiki/Special:FilePath/20150331%20Mali%20vs%20Ghana%20023.jpg
Benjamin Mendy,http://commons.wikimedia.org/wiki/Special:FilePath/U-19%20EC-Qualifikation%20Austria%20vs.%20France%202013-06-10%20%28057%29%20%28cropped%29.jpg
Sébastien Haller,http://commons.wikimedia.org/wiki/Special:FilePath/S%C3%A9bastien%20Haller%202.jpg
Randal Kolo Muani,http://commons.wikimedia.org/wiki/Special:FilePath/Randal%20Kolo%20Muani%202020.jpg
Fabian Delph,http://commons.wikimedia.org/wiki/Special:FilePath/Fabian%20Delph%202018-06-28%203.jpg
